year,LON,LAT,date,daysFromStart,T2M,T2M_MAX,T2M_MIN,PRECTOT,WS2M,RH2M,T2MDEW,n,N,RTA,SPV,VPD,ETP,PETP,GDD,FRUE,T2M_RANGE,Elevation,dap
2019,-93.175521,44.994108,2019-07-10,42,21.19,24.39,17.4,0.76,2.36,82.06,17.91,5.156,15.423,41.068,0.15201532,0.46858717,7.48720582,-6.7272058,11.895,0.69970588,6.99,281,41
2019,-93.175521,44.994108,2019-07-11,43,21.4,26.61,15.05,0.01,0.95,72.56,15.74,14.21,15.402,40.983,0.15148524,0.80937253,13.1753685,-13.165368,11.83,0.69588235,11.56,281,42
2019,-93.175521,44.994108,2019-07-12,44,23.15,28.11,16.76,0.34,1.8,80.94,19.59,7.191,15.379,40.893,0.16504076,0.576722,8.3634912,-8.0234912,13.435,0.79029412,11.35,281,43
2019,-93.175521,44.994108,2019-07-13,45,23.18,27.88,17.43,0,1.11,72.19,17.53,4.343,15.355,40.799,0.16697626,0.86857737,10.1003244,-10.100324,13.655,0.80323529,10.45,281,44
2019,-93.175521,44.994108,2019-07-14,46,25.05,30.39,19.83,9.43,1.5,82.25,21.68,7.462,15.331,40.702,0.18990716,0.73352415,11.4105209,-1.9805209,16.11,0.94764706,10.56,281,45
2019,-93.175521,44.994108,2019-07-15,47,25.61,29.2,21.54,16.16,2.05,91.69,24.12,6.186,15.305,40.6,0.19248392,0.30596821,10.5026427,5.65735733,16.37,0.96294118,7.66,281,46
2019,-93.175521,44.994108,2019-07-16,48,25.13,28.74,21.67,5.93,0.8,83.62,21.95,3.573,15.279,40.494,0.19084528,0.63264461,7.18119981,-1.2511998,16.205,0.95323529,7.07,281,47
2019,-93.175521,44.994108,2019-07-17,49,24.81,29.05,20.16,2.01,1.7,87.38,22.44,4.921,15.251,40.385,0.18498527,0.47371432,7.30206493,-5.2920649,15.605,0.91794118,8.89,281,48
2019,-93.175521,44.994108,2019-07-18,50,26.98,30.3,22.25,1.9,0.93,78.25,22.62,6.237,15.223,40.271,0.20168385,0.7550224,9.63967173,-7.7396717,17.275,1,8.05,281,49
2019,-93.175521,44.994108,2019-07-19,51,27.01,31.9,20.69,2.72,2.01,82.81,23.72,7.825,15.193,40.154,0.20189126,0.64985017,10.7681452,-8.0481452,17.295,1,11.21,281,50
2019,-93.175521,44.994108,2019-07-20,52,20.9,22.72,18.57,23.7,2.05,82.31,17.69,1.379,15.163,40.032,0.14998511,0.42655644,3.43261001,20.26739,11.645,0.685,4.15,281,51
2019,-93.175521,44.994108,2019-07-21,53,20.1,25.33,15.07,0.01,1.32,78.25,15.86,4.827,15.132,39.907,0.14642804,0.66970161,9.99831207,-9.9883121,11.2,0.65882353,10.26,281,52
2019,-93.175521,44.994108,2019-07-22,54,18.88,24.05,13.48,0,1.62,71.75,13.22,11.217,15.1,39.778,0.13543958,0.74968159,11.7249577,-11.724958,9.765,0.57441176,10.57,281,53
2019,-93.175521,44.994108,2019-07-23,55,20.21,26.37,13.5,0,1.39,70.19,14.29,12.154,15.067,39.645,0.14434389,0.86259938,12.1205833,-12.120583,10.935,0.64323529,12.87,281,54
2019,-93.175521,44.994108,2019-07-24,56,21.08,27.25,14.05,0,1.18,70.25,15.07,13.143,15.034,39.509,0.15002548,0.89780718,12.4120268,-12.412027,11.65,0.68529412,13.2,281,55
2019,-93.175521,44.994108,2019-07-25,57,20.48,25.57,16.45,0.48,2.39,79.88,16.73,2.694,15,39.368,0.15295699,0.6692312,6.9457692,-6.4657692,12.01,0.70647059,9.12,281,56
2019,-93.175521,44.994108,2019-07-26,58,23.81,28.62,18.37,6.55,2.2,84,20.83,10.366,14.965,39.224,0.17454359,0.55435157,11.5720171,-5.0220171,14.495,0.85264706,10.25,281,57
2019,-93.175521,44.994108,2019-07-27,59,22.99,27.8,16.73,0.72,1.3,75.94,18.21,14.338,14.929,39.077,0.16355814,0.72905399,12.661251,-11.941251,13.265,0.78029412,11.07,281,58
2019,-93.175521,44.994108,2019-07-28,60,21.95,24.45,17.82,9.32,1.94,87.25,19.73,1.014,14.892,38.925,0.15398613,0.25361436,3.01698576,6.30301424,12.135,0.71382353,6.63,281,59
2019,-93.175521,44.994108,2019-07-29,61,19.49,24.77,14.33,0.05,2.09,77.81,15.23,10.261,14.855,38.77,0.14136073,0.6481159,11.283148,-11.233148,10.55,0.62058824,10.44,281,60
2019,-93.175521,44.994108,2019-07-30,62,17.96,23.14,11.73,0,1.08,68.88,11.78,15.915,14.818,38.611,0.1258869,0.7231813,12.5419629,-12.541963,8.435,0.49617647,11.41,281,61
2019,-93.175521,44.994108,2019-07-31,63,18.96,25.11,11.88,0.16,1.1,70.81,13.13,8.748,14.779,38.449,0.13345218,0.77946784,11.0221818,-10.862182,9.495,0.55852941,13.23,281,62
2019,-93.175521,44.994108,2019-08-01,64,22.23,27.85,16.48,0,1.11,74.81,17.26,8.894,14.74,38.283,0.16269129,0.84099973,11.2254308,-11.225431,13.165,0.77441176,11.37,281,63
2019,-93.175521,44.994108,2019-08-02,65,23.94,28.56,18.18,0.01,0.78,71.81,18.24,5.219,14.701,38.114,0.17339951,0.90083281,9.69909526,-9.6890953,14.37,0.84529412,10.38,281,64
2019,-93.175521,44.994108,2019-08-03,66,24.56,29.57,19.62,0.16,0.65,69.5,18.3,10.243,14.66,37.941,0.18488891,1.10840383,11.2031306,-11.043131,15.595,0.91735294,9.95,281,65
2019,-93.175521,44.994108,2019-08-04,67,24.56,29.27,19.57,0.1,1.12,76.44,19.89,9.206,14.62,37.765,0.18320932,0.85024792,11.0457968,-10.945797,15.42,0.90705882,9.7,281,66
2019,-93.175521,44.994108,2019-08-05,68,22.97,27.76,17.68,8.31,1.44,89.19,21.05,4.076,14.578,37.585,0.16755177,0.3804606,7.9377433,0.3722567,13.72,0.80705882,10.08,281,67
2019,-93.175521,44.994108,2019-08-06,69,22.03,27.79,16.23,0,1.27,73.81,16.78,12.444,14.536,37.402,0.16135532,0.87865715,11.4916351,-11.491635,13.01,0.76529412,11.56,281,68
2019,-93.175521,44.994108,2019-08-07,70,22.3,28.06,16.51,0.68,1.78,76.44,17.67,11.653,14.494,37.215,0.16373198,0.81418655,11.4051892,-10.725189,13.285,0.78147059,11.55,281,69
2019,-93.175521,44.994108,2019-08-08,71,18.05,23.64,12.55,0,1.62,65.81,11.03,14.874,14.451,37.025,0.13055333,0.871784,11.9778112,-11.977811,9.095,0.535,11.09,281,70
2019,-93.175521,44.994108,2019-08-09,72,19.08,24.37,11.27,0.01,0.98,61.56,11.18,7.98,14.408,36.832,0.12859148,0.86511365,10.3605908,-10.350591,8.82,0.51882353,13.1,281,71
2019,-93.175521,44.994108,2019-08-10,73,17.8,19.86,15.61,13.75,1.83,86.25,15.44,1.525,14.364,36.636,0.12799016,0.29152023,4.0093062,9.7406938,8.735,0.51382353,4.25,281,72
2019,-93.175521,44.994108,2019-08-11,74,21.51,26.62,16.07,1.05,1.05,81.94,18.1,1.847,14.32,36.436,0.15572826,0.57950642,4.06583976,-3.0158398,12.345,0.72617647,10.55,281,73
2019,-93.175521,44.994108,2019-08-12,75,22.12,26.59,17.82,2.37,1.07,83.06,18.95,1.588,14.276,36.234,0.16303756,0.57004256,5.01486883,-2.6448688,13.205,0.77676471,8.77,281,74
2019,-93.175521,44.994108,2019-08-13,76,21.15,26.27,17.3,14.18,1.12,85.88,18.47,6.865,14.231,36.028,0.15943252,0.56937358,8.53718918,5.64281082,12.785,0.75205882,8.97,281,75
2019,-93.175521,44.994108,2019-08-14,77,19.94,24.3,15.49,0.37,1.46,71.19,14.12,6.479,14.185,35.819,0.14403149,0.78786076,8.51802796,-8.148028,10.895,0.64088235,8.81,281,76
2019,-93.175521,44.994108,2019-08-15,78,20.3,24.91,14.97,5.22,1.28,74.19,15.3,6.385,14.14,35.608,0.14438298,0.68785886,9.09078398,-3.870784,10.94,0.64352941,9.94,281,77
2019,-93.175521,44.994108,2019-08-16,79,20.72,25.39,17.42,8.26,1.92,80.81,17.03,7.343,14.094,35.393,0.15622907,0.67457449,9.71124071,-1.4512407,12.405,0.72970588,7.97,281,78
2019,-93.175521,44.994108,2019-08-17,80,21.32,26.9,14.79,0.07,1.48,77.44,16.91,10.866,14.047,35.175,0.15160743,0.68672386,10.8998795,-10.829879,11.845,0.69676471,12.11,281,79
2019,-93.175521,44.994108,2019-08-18,81,19.14,22.55,12.88,24.84,2.05,76.69,14.55,8.138,14,34.955,0.12784903,0.4533857,8.59856822,16.2414318,8.715,0.51264706,9.67,281,80
2019,-93.175521,44.994108,2019-08-19,82,18.58,25.62,11.4,0,1.21,71.81,13.08,13.884,13.953,34.731,0.13356194,0.81169357,11.0977928,-11.097793,9.51,0.55941176,14.22,281,81
2019,-93.175521,44.994108,2019-08-20,83,21.35,27.65,16.87,8.15,1.73,86.56,19.01,6.102,13.906,34.505,0.16351471,0.61391634,7.39708432,0.75291568,13.26,0.78,10.78,281,82
2019,-93.175521,44.994108,2019-08-21,84,17.83,23.19,12.69,0,1.4,71.31,12.14,5.608,13.858,34.277,0.12944446,0.7391884,8.94114524,-8.9411452,8.94,0.52588235,10.5,281,83
2019,-93.175521,44.994108,2019-08-22,85,16.46,21.83,10.2,0,1.34,72.62,11.22,10.856,13.811,34.045,0.11632459,0.59853372,9.7578397,-9.7578397,7.015,0.41264706,11.63,281,84
2019,-93.175521,44.994108,2019-08-23,86,17.91,23.98,11.3,0.01,1.7,78.56,13.87,10.127,13.762,33.811,0.12732093,0.57454247,9.58150365,-9.5715037,8.64,0.50823529,12.68,281,85
2019,-93.175521,44.994108,2019-08-24,87,18.18,23.01,12.83,0,2,76.88,13.67,8.602,13.714,33.575,0.12930196,0.58145721,9.04392626,-9.0439263,8.92,0.52470588,10.18,281,86
2019,-93.175521,44.994108,2019-08-25,88,18.76,22.68,14.6,0.36,2.5,76.38,14.23,3.476,13.665,33.336,0.13451639,0.5860793,6.16474116,-5.8047412,9.64,0.56705882,8.08,281,87
2019,-93.175521,44.994108,2019-08-26,89,18.16,21.01,14.97,18.18,1.59,89.62,16.38,2.292,13.616,33.094,0.12980128,0.23239462,3.22226701,14.957733,8.99,0.52882353,6.04,281,88
2019,-93.175521,44.994108,2019-08-27,90,16.63,20.64,13.07,1.88,3.12,77.31,12.27,7.735,13.567,32.851,0.12190362,0.54084263,8.5465174,-6.6665174,7.855,0.46205882,7.57,281,89
2020,-93.175521,44.993053,2020-05-07,1,7.62,13.26,1.87,0,2.38,61.38,-0.25,5.657,14.526,38.082,0.07123442,0.51147667,9.340019,-9.340019,2.13,-0.0844118,11.39,281,0
2020,-93.175521,44.993053,2020-05-08,2,3.4,8.58,-1.31,0,2.58,58.31,-4.7,17.355,14.569,38.254,0.05600009,0.40454376,11.005973,-11.005973,0,-0.3155882,9.89,281,1
2020,-93.175521,44.993053,2020-05-09,3,5.86,14.94,-1.72,3.22,1.97,67.12,-0.32,2.886,14.611,38.423,0.06723979,0.52186779,5.62873333,-2.4087333,2.97,-0.1405882,16.66,281,2
2020,-93.175521,44.993053,2020-05-10,4,5.05,9.23,0.83,0.28,2.9,72.38,0.01,2.282,14.652,38.588,0.06105156,0.29610418,4.84305242,-4.5630524,0.115,-0.2335294,8.4,281,3
2020,-93.175521,44.993053,2020-05-11,5,5.94,11.7,0.98,0,2.14,61.81,-1.75,14.438,14.692,38.749,0.0661458,0.47814454,10.8153917,-10.815392,1.35,-0.1564706,10.72,281,4
2020,-93.175521,44.993053,2020-05-12,6,6.54,13.76,-2.9,0,0.89,55.5,-2.95,16.359,14.733,38.906,0.06257011,0.54211039,11.3153724,-11.315372,2.38,-0.21,16.66,281,5
2020,-93.175521,44.993053,2020-05-13,7,9.35,14.42,3.65,2.02,2.72,80.06,6.02,1.04,14.772,39.059,0.07777927,0.28165747,2.9802956,-0.9602956,2.71,0.00205882,10.77,281,6
2020,-93.175521,44.993053,2020-05-14,8,14.93,21.12,9.32,0.29,1.92,76.19,10.37,5.606,14.811,39.209,0.11124561,0.58049473,9.48388924,-9.1938892,6.22,0.36588235,11.8,281,7
2020,-93.175521,44.993053,2020-05-15,9,12.83,20.08,4.94,0,1.81,71.31,7.24,14.043,14.849,39.355,0.09532304,0.59076654,12.0396592,-12.039659,5.54,0.20647059,15.14,281,8
2020,-93.175521,44.993053,2020-05-16,10,12.33,15.06,9.47,10.29,2.56,84.62,9.69,1.896,14.887,39.497,0.09398448,0.24579168,5.13824648,5.15175352,3.265,0.19205882,5.59,281,9
2020,-93.175521,44.993053,2020-05-17,11,10.61,13.3,7.32,54.21,4.37,90.62,9.15,0.648,14.923,39.636,0.08386524,0.11600223,1.6882264,52.5217736,2.15,0.07705882,5.98,281,10
2020,-93.175521,44.993053,2020-05-18,12,13.08,19.72,6.24,0.21,3.36,78.06,8.98,2.9,14.96,39.77,0.09793636,0.47788373,5.27136932,-5.0613693,5.36,0.23411765,13.48,281,11
2020,-93.175521,44.993053,2020-05-19,13,15.09,20.52,9.37,0.04,1.99,82.38,11.98,6.881,14.995,39.9,0.10953317,0.39511754,8.74766786,-8.7076679,5.945,0.34970588,11.15,281,12
2020,-93.175521,44.993053,2020-05-20,14,17.46,23.23,11.51,0.01,2.39,78.25,13.28,10.037,15.03,40.027,0.12543508,0.57787736,10.5754454,-10.565445,8.37,0.49235294,11.72,281,13
2020,-93.175521,44.993053,2020-05-21,15,16.88,21.37,12.25,0.06,2.17,81.69,13.55,1.459,15.063,40.149,0.12159909,0.43244287,3.92936862,-3.8693686,7.81,0.45941176,9.12,281,14
2020,-93.175521,44.993053,2020-05-22,16,16.6,21.44,11.23,0.32,1.75,79.5,12.83,1.398,15.096,40.268,0.11842381,0.46275811,4.31937314,-3.9993731,7.335,0.43147059,10.21,281,15
2020,-93.175521,44.993053,2020-05-23,17,16.99,21.42,13.13,3.82,1.86,88.81,15.1,3.113,15.129,40.382,0.1247772,0.31485777,6.02015747,-2.2001575,8.275,0.48676471,8.29,281,16
2020,-93.175521,44.993053,2020-05-24,18,18.51,24.35,12.94,0.91,1.61,90,16.8,2.602,15.16,40.493,0.13455322,0.35622405,6.95201387,-6.0420139,9.645,0.56735294,11.41,281,17
2020,-93.175521,44.993053,2020-05-25,19,20.72,25.8,15.8,4.84,0.78,85.06,17.94,2.885,15.19,40.6,0.15124112,0.50231349,7.33089715,-2.4908972,11.8,0.69411765,10,281,18
2020,-93.175521,44.993053,2020-05-26,20,21.59,25.76,18.55,24.49,1.73,88.75,19.51,3.051,15.22,40.702,0.16260481,0.45694574,7.55342868,16.9365713,13.155,0.77382353,7.21,281,19
2020,-93.175521,44.993053,2020-05-27,21,20.02,23.88,16.04,13.51,1.09,81.94,16.67,3.151,15.249,40.8,0.14453943,0.4951236,7.80212367,5.70787633,10.96,0.64470588,7.84,281,20
2020,-93.175521,44.993053,2020-05-28,22,17.78,23.65,11.45,0,2.27,71.31,11.85,8.274,15.277,40.895,0.12668966,0.74837616,10.8780052,-10.878005,8.55,0.50294118,12.2,281,21
2020,-93.175521,44.993053,2020-05-29,23,13.65,18.24,8.47,0.01,2.26,73.69,8.75,9.394,15.303,40.985,0.10006496,0.47263932,10.1915202,-10.18152,4.62,0.25617647,9.77,281,22
2020,-93.175521,44.993053,2020-05-30,24,12.8,18.31,7.51,0,1.78,68.44,6.5,14.638,15.329,41.071,0.09754332,0.6030301,12.5577983,-12.557798,4.655,0.23,10.8,281,23
2020,-93.175521,44.993053,2020-05-31,25,15.93,23.67,5.71,0,1.54,70.56,9.9,10.969,15.354,41.153,0.10796534,0.70113015,12.2548782,-12.254878,7.335,0.33470588,17.96,281,24
2020,-93.175521,44.993053,2020-06-01,26,22.56,29.52,15.43,0.62,2.62,77.5,18.18,11.674,15.378,41.231,0.16539125,0.8528914,12.6340259,-12.014026,13.475,0.79264706,14.09,281,25
2020,-93.175521,44.993053,2020-06-02,27,23.41,29.76,17.63,7.21,1.32,78.12,18.93,9.165,15.401,41.304,0.17638735,0.91288571,10.8158504,-3.6058504,14.695,0.86441176,12.13,281,26
2020,-93.175521,44.993053,2020-06-03,28,20.53,26.81,13.82,0.09,1.56,70.31,14.5,14.157,15.422,41.374,0.14734037,0.90166012,13.5463414,-13.456341,11.315,0.66558824,12.99,281,27
2020,-93.175521,44.993053,2020-06-04,29,20.48,27.8,13.44,3,1.48,68.62,14.17,8.605,15.443,41.439,0.14978335,1.02242189,11.481373,-8.481373,11.62,0.68352941,14.36,281,28
2020,-93.175521,44.993053,2020-06-05,30,19.66,25.62,14.08,1.11,1.94,69.75,13.47,14.353,15.463,41.5,0.14368073,0.90231985,13.4369895,-12.32699,10.85,0.63823529,11.54,281,29
2020,-93.175521,44.993053,2020-06-06,31,17.76,22.5,12,3.34,1.86,70.44,11.97,6.244,15.481,41.557,0.12460456,0.66426224,9.6785187,-6.3385187,8.25,0.48529412,10.5,281,30
2020,-93.175521,44.993053,2020-06-07,32,21.65,28.4,16.06,0.49,3.77,78.31,17.49,11.446,15.499,41.61,0.1632543,0.84831262,12.7525721,-12.262572,13.23,0.77823529,12.34,281,31
2020,-93.175521,44.993053,2020-06-08,33,25.65,31.93,19.51,0,3.09,75.31,20.62,15.203,15.515,41.658,0.19599907,1.07256509,13.908729,-13.908729,16.72,0.98352941,12.42,281,32
2020,-93.175521,44.993053,2020-06-09,34,22.7,27.02,19.19,6.45,1.58,83.5,19.62,2.651,15.53,41.703,0.17099498,0.61269044,5.61816525,0.83183475,14.105,0.82970588,7.83,281,33
2020,-93.175521,44.993053,2020-06-10,35,16.65,20.65,12.48,5.77,3.56,74.19,11.76,5.686,15.544,41.743,0.11995241,0.56026852,8.59699086,-2.8269909,7.565,0.445,8.17,281,34
2020,-93.175521,44.993053,2020-06-11,36,17.58,23.12,10.62,0.04,2.32,68.06,11.05,13.781,15.557,41.779,0.12200527,0.73780002,13.1164819,-13.076482,7.87,0.46294118,12.5,281,35
2020,-93.175521,44.993053,2020-06-12,37,17.33,22.84,10.73,0.01,1.91,70,11.48,13.125,15.568,41.81,0.12143019,0.68063932,12.7449668,-12.734967,7.785,0.45794118,12.11,281,36
2020,-93.175521,44.993053,2020-06-13,38,14.8,21.08,7.63,0.08,2.33,70.94,9.28,7.179,15.579,41.838,0.10593466,0.60266499,10.5821966,-10.502197,6.04,0.315,13.45,281,37
2020,-93.175521,44.993053,2020-06-14,39,17.23,23.29,10.69,2.78,3.72,66.38,10.57,12.929,15.588,41.861,0.12282108,0.79681442,12.7944016,-10.014402,7.99,0.47,12.6,281,38
2020,-93.175521,44.993053,2020-06-15,40,19.12,25.69,13.26,1.57,3.26,76.44,14.75,4.171,15.596,41.88,0.14078571,0.73376744,9.90329084,-8.3332908,10.475,0.61617647,12.43,281,39
2020,-93.175521,44.993053,2020-06-16,41,22.99,29.51,16.15,0,2.93,68.75,16.82,13.534,15.603,41.894,0.16852951,1.06474964,13.4795094,-13.479509,13.83,0.81352941,13.36,281,40
2020,-93.175521,44.993053,2020-06-17,42,22.76,28.97,15.55,0,2.7,72.56,17.28,13.211,15.608,41.905,0.16351471,0.91029685,13.0964772,-13.096477,13.26,0.78,13.42,281,41
2020,-93.175521,44.993053,2020-06-18,43,22.83,27.81,17.93,16.15,2.2,83.25,19.73,1.773,15.612,41.911,0.16888625,0.5971145,5.91178306,10.2382169,13.87,0.81588235,9.88,281,42
2020,-93.175521,44.993053,2020-06-19,44,19.33,23.24,15.49,0.8,1.77,76.38,14.73,2.757,15.616,41.913,0.13994593,0.6292385,8.85250438,-8.0525044,10.365,0.60970588,7.75,281,43
2020,-93.175521,44.993053,2020-06-20,45,17.76,22.13,13.48,3.3,1.01,70.69,12.16,4.069,15.617,41.911,0.12848519,0.68775013,7.05523761,-3.7552376,8.805,0.51794118,8.65,281,44
2020,-93.175521,44.993053,2020-06-21,46,20.33,27.69,13.45,7.89,1.59,79.94,16.44,7.383,15.618,41.904,0.14938053,0.75728798,8.70772385,-0.8177238,11.57,0.68058824,14.24,281,45
2020,-93.175521,44.993053,2020-06-22,47,17.65,22.35,13.97,0.25,1.53,75.94,12.96,2.322,15.617,41.893,0.13102073,0.65430111,7.39877941,-7.1487794,9.16,0.53882353,8.38,281,46
2020,-93.175521,44.993053,2020-06-23,48,18.05,23.09,12.8,0.36,1.76,73.38,12.88,6.395,15.616,41.878,0.12948011,0.6654516,10.3194854,-9.9594854,8.945,0.52617647,10.29,281,47
2020,-93.175521,44.993053,2020-06-24,49,18.76,24.03,11.91,0.39,1.59,70.81,12.98,10.947,15.612,41.859,0.12965846,0.69594301,11.9607988,-11.570799,8.97,0.52764706,12.12,281,48
2020,-93.175521,44.993053,2020-06-25,50,21.37,27.69,12.55,0.02,1.03,67.69,14.69,10.838,15.608,41.835,0.1457962,0.91160493,12.7657155,-12.745715,11.12,0.65411765,15.14,281,49
2020,-93.175521,44.993053,2020-06-26,51,22.9,28.88,18.16,1.52,1.34,77.06,18.47,6.15,15.603,41.808,0.17477316,0.9056055,9.20563332,-7.6856333,14.52,0.85411765,10.72,281,50
2020,-93.175521,44.993053,2020-06-27,52,22.79,28.85,16.3,0,0.85,68.62,16.26,12.432,15.596,41.776,0.16627023,1.06351547,13.3309894,-13.330989,13.575,0.79852941,12.55,281,51
2020,-93.175521,44.993053,2020-06-28,53,23.52,28.77,17.66,41.55,1.88,81.06,19.83,3.951,15.588,41.74,0.17198965,0.67269999,8.71337538,32.8366246,14.215,0.83617647,11.11,281,52
2020,-93.175521,44.993053,2020-06-29,54,24.9,27.83,22.74,42.07,2.27,91.38,23.36,1.181,15.579,41.699,0.1916383,0.38290917,3.61054322,38.4594568,16.285,0.95794118,5.09,281,53
2020,-93.175521,44.993053,2020-06-30,55,25.2,28.52,21.84,5.55,2.07,87.62,22.91,6.552,15.568,41.655,0.19059803,0.46288072,10.2168829,-4.6668829,16.18,0.95176471,6.68,281,54
2020,-93.175521,44.993053,2020-07-01,56,25.53,28.14,21.37,0.65,1.19,81.94,22.12,4.588,15.557,41.606,0.18643587,0.51412417,10.6981631,-10.048163,15.755,0.92676471,6.77,281,55
2020,-93.175521,44.993053,2020-07-02,57,26.56,30.23,21.9,0.09,0.73,77.94,22.26,12.928,15.544,41.554,0.19951675,0.77746362,13.2181999,-13.1282,17.065,1,8.33,281,56
2020,-93.175521,44.993053,2020-07-03,58,26.59,31.12,20.61,0.02,0.73,67.81,19.72,9.82,15.53,41.497,0.1974711,1.17761503,12.6573769,-12.637377,16.865,0.99205882,10.51,281,57
2020,-93.175521,44.993053,2020-07-04,59,27.2,32.3,20.19,0,0.66,65.94,19.86,10.507,15.515,41.436,0.20137305,1.28281578,12.6146536,-12.614654,17.245,1,12.11,281,58
2020,-93.175521,44.993053,2020-07-05,60,26.69,31.18,22.87,1.82,1.06,73.88,21.45,10.996,15.499,41.37,0.20958588,1.10650847,12.6206229,-10.800623,18.025,1,8.31,281,59
2020,-93.175521,44.993053,2020-07-06,61,24.83,28.94,20.5,4.23,1.28,83.19,21.65,5.244,15.482,41.301,0.18609654,0.61365444,9.76092574,-5.5309257,15.72,0.92470588,8.44,281,60
2020,-93.175521,44.993053,2020-07-07,62,24.13,28.74,17.75,0.49,0.95,73.5,18.81,8.135,15.463,41.227,0.17226177,0.81731743,11.2644598,-10.77446,14.245,0.83794118,10.99,281,61
2020,-93.175521,44.993053,2020-07-08,63,26.03,29.44,21.98,5.21,1.92,87.19,23.66,9.349,15.444,41.15,0.1958979,0.45111005,11.8024966,-6.5924966,16.71,0.98294118,7.46,281,62
2020,-93.175521,44.993053,2020-07-09,64,23.17,25.17,18.71,5.39,1.28,88.69,21.2,0.92,15.423,41.068,0.16075503,0.16124617,2.94436289,2.44563711,12.94,0.76117647,6.46,281,63
2020,-93.175521,44.993053,2020-07-10,65,22.29,27.51,16.19,0.05,1.53,74.56,17.23,13.409,15.402,40.983,0.159986,0.79076406,13.0556015,-13.005602,12.85,0.75588235,11.32,281,64
2020,-93.175521,44.993053,2020-07-11,66,22.62,27.65,18.19,1.58,0.98,76.06,17.86,7.687,15.379,40.893,0.16933307,0.85025929,8.87280498,-7.292805,13.92,0.81882353,9.46,281,65
2020,-93.175521,44.993053,2020-07-12,67,21.52,26.55,15.14,0,1.12,71.94,15.82,13.921,15.355,40.799,0.15160743,0.79902106,13.1723554,-13.172355,11.845,0.69676471,11.41,281,66
2020,-93.175521,44.993053,2020-07-13,68,23.04,28.1,15.71,0.17,2.4,74,17.96,9.933,15.331,40.702,0.16045559,0.73460877,11.9672931,-11.797293,12.905,0.75911765,12.39,281,67
2020,-93.175521,44.993053,2020-07-14,69,21.32,25.87,15.94,9.07,1.73,79.81,17.56,2.22,15.305,40.6,0.15209701,0.56591925,4.65815291,4.41184709,11.905,0.70029412,9.93,281,68
2020,-93.175521,44.993053,2020-07-15,70,20.07,26.61,12.02,0,0.8,63.38,12.19,7.538,15.278,40.494,0.13956562,1.02422725,10.1765912,-10.176591,10.315,0.60676471,14.59,281,69
2020,-93.175521,44.993053,2020-07-16,71,21.41,26.48,13.53,0,1.82,73.62,16.26,12.636,15.251,40.385,0.14489197,0.65552545,12.2640446,-12.264045,11.005,0.64735294,12.95,281,70
2020,-93.175521,44.993053,2020-07-17,72,24.14,29.29,16.97,9.21,1.57,83.38,21,8.887,15.222,40.271,0.17122061,0.51665183,11.3013669,-2.0913669,14.13,0.83117647,12.32,281,71
2020,-93.175521,44.993053,2020-07-18,73,26.43,31.3,21.76,13.08,1.91,87.19,23.99,6.947,15.193,40.154,0.20434191,0.60555091,10.5236795,2.55632054,17.53,1,9.54,281,72
2020,-93.175521,44.993053,2020-07-19,74,21.61,26.26,17.29,0.09,2.45,73.25,16.23,13.999,15.163,40.032,0.15934751,0.84834057,13.0130566,-12.923057,12.775,0.75147059,8.97,281,73
2020,-93.175521,44.993053,2020-07-20,75,21.05,26.01,15.01,0.67,0.9,70.88,15.23,8.042,15.132,39.907,0.14889836,0.80414681,10.9752183,-10.305218,11.51,0.67705882,11,281,74
2020,-93.175521,44.993053,2020-07-21,76,21.07,25.7,16.28,9.72,1.98,85,18.34,6.598,15.1,39.778,0.15279286,0.46813051,9.17956177,0.54043823,11.99,0.70529412,9.42,281,75
2020,-93.175521,44.993053,2020-07-22,77,17.51,22.62,12.3,0.42,1.45,81.25,13.98,6.001,15.067,39.645,0.12606105,0.49148322,8.40209439,-7.9820944,8.46,0.49764706,10.32,281,76
2020,-93.175521,44.993053,2020-07-23,78,20.06,26.12,11.9,0.03,1.24,80,16.3,12.363,15.034,39.509,0.1372646,0.53591016,11.9805968,-11.950597,10.01,0.58882353,14.22,281,77
2020,-93.175521,44.993053,2020-07-24,79,25.51,31.04,19.12,0.07,2.51,79.56,21.58,12.748,14.999,39.369,0.18961172,0.78134052,12.5238116,-12.453812,16.08,0.94588235,11.92,281,78
2020,-93.175521,44.993053,2020-07-25,80,26.89,30.49,24.34,16.3,2.43,85.88,24.26,1.724,14.964,39.224,0.21379678,0.67374674,5.32311813,10.9768819,18.415,1,6.15,281,79
2020,-93.175521,44.993053,2020-07-26,81,24.26,28.17,17.69,11.47,1.49,87.62,22.02,6.686,14.929,39.077,0.16942255,0.27363873,8.7786457,2.6913543,13.93,0.81941176,10.48,281,80
2020,-93.175521,44.993053,2020-07-27,82,21.1,26.46,14.68,0.02,1.79,71.88,15.45,15.456,14.892,38.925,0.14938053,0.80682124,12.7997327,-12.779733,11.57,0.68058824,11.78,281,81
2020,-93.175521,44.993053,2020-07-28,83,22.53,27.8,18.56,0.93,1.12,73.81,17.36,11.077,14.855,38.77,0.17167263,0.95455241,11.2236484,-10.293648,14.18,0.83411765,9.24,281,82
2020,-93.175521,44.993053,2020-07-29,84,21.45,26.84,15.62,0,1,71.94,15.84,6.67,14.817,38.611,0.15477219,0.85349963,10.9746316,-10.974632,12.23,0.71941176,11.22,281,83
